sample_name,SRX,SRR
healthy1_snatacseq,SRX8408719,SRR11858618
healthy1_snatacseq,SRX8408719,SRR11858619
healthy2_snatacseq,SRX8408720,SRR11858620
healthy2_snatacseq,SRX8408720,SRR11858621
healthy3_snatacseq,SRX8408721,SRR11858622
healthy3_snatacseq,SRX8408721,SRR11858623
healthy2_snrnaseq,SRX8408725,SRR11858627
healthy2_snrnaseq,SRX8408725,SRR11858628
healthy3_snrnaseq,SRX8408726,SRR11858629
healthy3_snrnaseq,SRX8408726,SRR11858630
