sample_name,SRX,SRR
control_sample_2_snrnaseq_,SRX5914366,SRR9141213
control_sample_2_snrnaseq_,SRX5914366,SRR9141214
control_sample_3_snrnaseq_,SRX5914367,SRR9141215
control_sample_3_snrnaseq_,SRX5914367,SRR9141216
diabetes_sample_2_snrnaseq_,SRX5914369,SRR9141218
diabetes_sample_2_snrnaseq_,SRX5914369,SRR9141219
diabetes_sample_3_snrnaseq_,SRX5914370,SRR9141220
diabetes_sample_3_snrnaseq_,SRX5914370,SRR9141221
