sample_name,SRX,SRR
atac-seq_f106-c27-m2,SRX9620056,SRR13182140
atac-seq_f106-c27-m2,SRX9620056,SRR13182141
atac-seq_f106-c27-m2,SRX9620056,SRR13182142
atac-seq_f106-c27-m2,SRX9620056,SRR13182143
nf-1_hic,SRX9917777,SRR13506001
nf-1_hic,SRX9917777,SRR13506002
nf-2_hic,SRX9917778,SRR13506003
nf-2_hic,SRX9917778,SRR13506004
dcm-1_hic,SRX9917779,SRR13506005
dcm-1_hic,SRX9917779,SRR13506006
dcm-2_hic,SRX9917780,SRR13506007
dcm-2_hic,SRX9917780,SRR13506008
hcm-ctrl_chip_hand1,SRX9917769,SRR13506158
hcm-ctrl_chip_hand1,SRX9917769,SRR13506159
hcm-hand1oe_chip_hand1,SRX9917770,SRR13506160
hcm-hand1oe_chip_hand1,SRX9917770,SRR13506161
bulkatac_control_putamen_5,SRX8020445,SRR11442421
bulkatac_control_putamen_5,SRX8020445,SRR11442422
bulkatac_control_putamen_6,SRX8020446,SRR11442423
bulkatac_control_putamen_6,SRX8020446,SRR11442424
bulkatac_control_putamen_8,SRX8020448,SRR11442426
bulkatac_control_putamen_8,SRX8020448,SRR11442427
bulkatac_control_substantia_nigra_1,SRX8020450,SRR11442429
bulkatac_control_substantia_nigra_1,SRX8020450,SRR11442430
bulkatac_control_substantia_nigra_10,SRX8020451,SRR11442431
bulkatac_control_substantia_nigra_10,SRX8020451,SRR11442432
bulkatac_control_substantia_nigra_10,SRX8020451,SRR11442433
bulkatac_control_substantia_nigra_11,SRX8020452,SRR11442434
bulkatac_control_substantia_nigra_11,SRX8020452,SRR11442435
bulkatac_control_substantia_nigra_11,SRX8020452,SRR11442436
bulkatac_control_substantia_nigra_12,SRX8020453,SRR11442437
bulkatac_control_substantia_nigra_12,SRX8020453,SRR11442438
bulkatac_control_substantia_nigra_13,SRX8020454,SRR11442439
bulkatac_control_substantia_nigra_13,SRX8020454,SRR11442440
bulkatac_control_substantia_nigra_14,SRX8020455,SRR11442441
bulkatac_control_substantia_nigra_14,SRX8020455,SRR11442442
bulkatac_control_substantia_nigra_2,SRX8020456,SRR11442443
bulkatac_control_substantia_nigra_2,SRX8020456,SRR11442444
bulkatac_control_substantia_nigra_3,SRX8020457,SRR11442445
bulkatac_control_substantia_nigra_3,SRX8020457,SRR11442446
bulkatac_control_substantia_nigra_4,SRX8020458,SRR11442447
bulkatac_control_substantia_nigra_4,SRX8020458,SRR11442448
bulkatac_control_substantia_nigra_5,SRX8020459,SRR11442449
bulkatac_control_substantia_nigra_5,SRX8020459,SRR11442450
bulkatac_control_substantia_nigra_6,SRX8020460,SRR11442451
bulkatac_control_substantia_nigra_6,SRX8020460,SRR11442452
bulkatac_control_substantia_nigra_7,SRX8020461,SRR11442453
bulkatac_control_substantia_nigra_7,SRX8020461,SRR11442454
bulkatac_control_substantia_nigra_8,SRX8020462,SRR11442455
bulkatac_control_substantia_nigra_8,SRX8020462,SRR11442456
bulkatac_control_substantia_nigra_9,SRX8020463,SRR11442457
bulkatac_control_substantia_nigra_9,SRX8020463,SRR11442458
bulkatac_control_superior_and_middle_temporal_gyri_1,SRX8020464,SRR11442459
bulkatac_control_superior_and_middle_temporal_gyri_1,SRX8020464,SRR11442460
bulkatac_control_superior_and_middle_temporal_gyri_10,SRX8020465,SRR11442461
bulkatac_control_superior_and_middle_temporal_gyri_10,SRX8020465,SRR11442462
bulkatac_control_superior_and_middle_temporal_gyri_11,SRX8020466,SRR11442463
bulkatac_control_superior_and_middle_temporal_gyri_11,SRX8020466,SRR11442464
bulkatac_control_superior_and_middle_temporal_gyri_12,SRX8020467,SRR11442465
bulkatac_control_superior_and_middle_temporal_gyri_12,SRX8020467,SRR11442466
bulkatac_control_superior_and_middle_temporal_gyri_13,SRX8020468,SRR11442467
bulkatac_control_superior_and_middle_temporal_gyri_13,SRX8020468,SRR11442468
bulkatac_control_superior_and_middle_temporal_gyri_15,SRX8020470,SRR11442470
bulkatac_control_superior_and_middle_temporal_gyri_15,SRX8020470,SRR11442471
bulkatac_control_superior_and_middle_temporal_gyri_16,SRX8020471,SRR11442472
bulkatac_control_superior_and_middle_temporal_gyri_16,SRX8020471,SRR11442473
bulkatac_control_superior_and_middle_temporal_gyri_17,SRX8020472,SRR11442474
bulkatac_control_superior_and_middle_temporal_gyri_17,SRX8020472,SRR11442475
bulkatac_control_superior_and_middle_temporal_gyri_17,SRX8020472,SRR11442476
bulkatac_control_superior_and_middle_temporal_gyri_17,SRX8020472,SRR11442477
bulkatac_control_superior_and_middle_temporal_gyri_18,SRX8020473,SRR11442478
bulkatac_control_superior_and_middle_temporal_gyri_18,SRX8020473,SRR11442479
bulkatac_control_superior_and_middle_temporal_gyri_19,SRX8020474,SRR11442480
bulkatac_control_superior_and_middle_temporal_gyri_19,SRX8020474,SRR11442481
bulkatac_control_superior_and_middle_temporal_gyri_2,SRX8020475,SRR11442482
bulkatac_control_superior_and_middle_temporal_gyri_2,SRX8020475,SRR11442483
bulkatac_control_superior_and_middle_temporal_gyri_3,SRX8020476,SRR11442484
bulkatac_control_superior_and_middle_temporal_gyri_3,SRX8020476,SRR11442485
bulkatac_control_superior_and_middle_temporal_gyri_4,SRX8020477,SRR11442486
bulkatac_control_superior_and_middle_temporal_gyri_4,SRX8020477,SRR11442487
bulkatac_control_superior_and_middle_temporal_gyri_5,SRX8020478,SRR11442488
bulkatac_control_superior_and_middle_temporal_gyri_5,SRX8020478,SRR11442489
bulkatac_control_superior_and_middle_temporal_gyri_6,SRX8020479,SRR11442490
bulkatac_control_superior_and_middle_temporal_gyri_6,SRX8020479,SRR11442491
bulkatac_control_superior_and_middle_temporal_gyri_7,SRX8020480,SRR11442492
bulkatac_control_superior_and_middle_temporal_gyri_7,SRX8020480,SRR11442493
bulkatac_control_superior_and_middle_temporal_gyri_8,SRX8020481,SRR11442494
bulkatac_control_superior_and_middle_temporal_gyri_8,SRX8020481,SRR11442495
bulkatac_control_superior_and_middle_temporal_gyri_9,SRX8020482,SRR11442496
bulkatac_control_superior_and_middle_temporal_gyri_9,SRX8020482,SRR11442497
hichip_control_middle_frontal_gyrus_1,SRX8020493,SRR11442508
hichip_control_middle_frontal_gyrus_1,SRX8020493,SRR11442509
hichip_control_middle_frontal_gyrus_1,SRX8020493,SRR11442510
hichip_control_middle_frontal_gyrus_1,SRX8020493,SRR11442511
hichip_control_substantia_nigra_1,SRX8020494,SRR11442512
hichip_control_substantia_nigra_1,SRX8020494,SRR11442513
hichip_control_substantia_nigra_1,SRX8020494,SRR11442514
hichip_control_substantia_nigra_1,SRX8020494,SRR11442515
hichip_control_substantia_nigra_2,SRX8020495,SRR11442516
hichip_control_substantia_nigra_2,SRX8020495,SRR11442517
hichip_control_substantia_nigra_2,SRX8020495,SRR11442518
hichip_control_substantia_nigra_2,SRX8020495,SRR11442519
hichip_control_middle_frontal_gyrus_2,SRX8020496,SRR11442520
hichip_control_middle_frontal_gyrus_2,SRX8020496,SRR11442521
hichip_control_middle_frontal_gyrus_2,SRX8020496,SRR11442522
hichip_control_middle_frontal_gyrus_2,SRX8020496,SRR11442523
hichip_control_caudate_1,SRX8020497,SRR11442524
hichip_control_caudate_1,SRX8020497,SRR11442525
hichip_control_caudate_1,SRX8020497,SRR11442526
hichip_control_caudate_1,SRX8020497,SRR11442527
hichip_control_caudate_1,SRX8020497,SRR11442528
hichip_control_caudate_1,SRX8020497,SRR11442529
hichip_control_caudate_1,SRX8020497,SRR11442530
hichip_control_caudate_1,SRX8020497,SRR11442531
hichip_control_caudate_2,SRX8020498,SRR11442532
hichip_control_caudate_2,SRX8020498,SRR11442533
hichip_control_caudate_2,SRX8020498,SRR11442534
hichip_control_caudate_2,SRX8020498,SRR11442535
hichip_control_caudate_2,SRX8020498,SRR11442584
hichip_control_caudate_2,SRX8020498,SRR11442585
hichip_control_caudate_2,SRX8020498,SRR11442586
hichip_control_caudate_2,SRX8020498,SRR11442587
hichip_control_hippocampus_1,SRX8020499,SRR11442588
hichip_control_hippocampus_1,SRX8020499,SRR11442589
hichip_control_hippocampus_1,SRX8020499,SRR11442590
hichip_control_hippocampus_1,SRX8020499,SRR11442591
hichip_control_hippocampus_1,SRX8020499,SRR11442592
hichip_control_hippocampus_1,SRX8020499,SRR11442593
hichip_control_hippocampus_1,SRX8020499,SRR11442594
hichip_control_hippocampus_1,SRX8020499,SRR11442595
hichip_control_hippocampus_2,SRX8020500,SRR11442596
hichip_control_hippocampus_2,SRX8020500,SRR11442597
hichip_control_hippocampus_2,SRX8020500,SRR11442598
hichip_control_hippocampus_2,SRX8020500,SRR11442599
hichip_control_hippocampus_2,SRX8020500,SRR11442600
hichip_control_hippocampus_2,SRX8020500,SRR11442601
hichip_control_hippocampus_2,SRX8020500,SRR11442602
hichip_control_hippocampus_2,SRX8020500,SRR11442603
hichip_control_parietal_lobe_1,SRX8020501,SRR11442604
hichip_control_parietal_lobe_1,SRX8020501,SRR11442605
hichip_control_parietal_lobe_1,SRX8020501,SRR11442606
hichip_control_parietal_lobe_1,SRX8020501,SRR11442607
hichip_control_parietal_lobe_1,SRX8020501,SRR11442608
hichip_control_parietal_lobe_1,SRX8020501,SRR11442609
hichip_control_parietal_lobe_1,SRX8020501,SRR11442610
hichip_control_parietal_lobe_1,SRX8020501,SRR11442611
hichip_control_parietal_lobe_2,SRX8020502,SRR11442612
hichip_control_parietal_lobe_2,SRX8020502,SRR11442613
hichip_control_parietal_lobe_2,SRX8020502,SRR11442614
hichip_control_parietal_lobe_2,SRX8020502,SRR11442615
hichip_control_parietal_lobe_2,SRX8020502,SRR11442616
hichip_control_parietal_lobe_2,SRX8020502,SRR11442617
hichip_control_parietal_lobe_2,SRX8020502,SRR11442618
hichip_control_parietal_lobe_2,SRX8020502,SRR11442619
hichip_control_superior_and_middle_temporal_gyri_1,SRX8020503,SRR11442620
hichip_control_superior_and_middle_temporal_gyri_1,SRX8020503,SRR11442621
hichip_control_superior_and_middle_temporal_gyri_1,SRX8020503,SRR11442622
hichip_control_superior_and_middle_temporal_gyri_1,SRX8020503,SRR11442623
hichip_control_superior_and_middle_temporal_gyri_1,SRX8020503,SRR11442624
hichip_control_superior_and_middle_temporal_gyri_1,SRX8020503,SRR11442625
hichip_control_superior_and_middle_temporal_gyri_1,SRX8020503,SRR11442626
hichip_control_superior_and_middle_temporal_gyri_1,SRX8020503,SRR11442627
hichip_control_superior_and_middle_temporal_gyri_2,SRX8020504,SRR11442628
hichip_control_superior_and_middle_temporal_gyri_2,SRX8020504,SRR11442629
hichip_control_superior_and_middle_temporal_gyri_2,SRX8020504,SRR11442630
hichip_control_superior_and_middle_temporal_gyri_2,SRX8020504,SRR11442631
hichip_control_superior_and_middle_temporal_gyri_2,SRX8020504,SRR11442632
hichip_control_superior_and_middle_temporal_gyri_2,SRX8020504,SRR11442633
hichip_control_superior_and_middle_temporal_gyri_2,SRX8020504,SRR11442634
hichip_control_superior_and_middle_temporal_gyri_2,SRX8020504,SRR11442635
bulkatac_control_hippocampus_19,SRX8020385,SRR11442392
bulkatac_control_hippocampus_19,SRX8020385,SRR11442393
bulkatac_control_hippocampus_2,SRX8020386,SRR11442394
bulkatac_control_hippocampus_2,SRX8020386,SRR11442395
bulkatac_control_hippocampus_20,SRX8020387,SRR11442396
bulkatac_control_hippocampus_20,SRX8020387,SRR11442397
bulkatac_control_hippocampus_21,SRX8020388,SRR11442398
bulkatac_control_hippocampus_21,SRX8020388,SRR11442399
bulkatac_control_hippocampus_21,SRX8020388,SRR11442400
bulkatac_control_hippocampus_22,SRX8020389,SRR11442401
bulkatac_control_hippocampus_22,SRX8020389,SRR11442402
bulkatac_control_hippocampus_3,SRX8020390,SRR11442636
bulkatac_control_hippocampus_3,SRX8020390,SRR11442637
bulkatac_control_hippocampus_4,SRX8020391,SRR11442638
bulkatac_control_hippocampus_4,SRX8020391,SRR11442639
bulkatac_control_hippocampus_5,SRX8020392,SRR11442640
bulkatac_control_hippocampus_5,SRX8020392,SRR11442641
bulkatac_control_hippocampus_6,SRX8020393,SRR11442642
bulkatac_control_hippocampus_6,SRX8020393,SRR11442643
bulkatac_control_hippocampus_8,SRX8020395,SRR11442645
bulkatac_control_hippocampus_8,SRX8020395,SRR11442646
bulkatac_control_hippocampus_9,SRX8020396,SRR11442647
bulkatac_control_hippocampus_9,SRX8020396,SRR11442648
bulkatac_control_hippocampus_9,SRX8020396,SRR11442649
bulkatac_control_hippocampus_9,SRX8020396,SRR11442650
bulkatac_control_middle_frontal_gyrus_1,SRX8020397,SRR11442651
bulkatac_control_middle_frontal_gyrus_1,SRX8020397,SRR11442652
bulkatac_control_middle_frontal_gyrus_10,SRX8020398,SRR11442653
bulkatac_control_middle_frontal_gyrus_10,SRX8020398,SRR11442654
bulkatac_control_middle_frontal_gyrus_11,SRX8020399,SRR11442655
bulkatac_control_middle_frontal_gyrus_11,SRX8020399,SRR11442656
bulkatac_control_middle_frontal_gyrus_12,SRX8020400,SRR11442657
bulkatac_control_middle_frontal_gyrus_12,SRX8020400,SRR11442658
bulkatac_control_middle_frontal_gyrus_3,SRX8020402,SRR11442660
bulkatac_control_middle_frontal_gyrus_3,SRX8020402,SRR11442661
bulkatac_control_middle_frontal_gyrus_4,SRX8020403,SRR11442662
bulkatac_control_middle_frontal_gyrus_4,SRX8020403,SRR11442663
bulkatac_control_middle_frontal_gyrus_5,SRX8020404,SRR11442664
bulkatac_control_middle_frontal_gyrus_5,SRX8020404,SRR11442665
bulkatac_control_middle_frontal_gyrus_6,SRX8020405,SRR11442666
bulkatac_control_middle_frontal_gyrus_6,SRX8020405,SRR11442667
bulkatac_control_middle_frontal_gyrus_6,SRX8020405,SRR11442668
bulkatac_control_middle_frontal_gyrus_7,SRX8020406,SRR11442669
bulkatac_control_middle_frontal_gyrus_7,SRX8020406,SRR11442670
bulkatac_control_middle_frontal_gyrus_7,SRX8020406,SRR11442671
bulkatac_control_middle_frontal_gyrus_8,SRX8020407,SRR11442672
bulkatac_control_middle_frontal_gyrus_8,SRX8020407,SRR11442673
bulkatac_control_middle_frontal_gyrus_9,SRX8020408,SRR11442674
bulkatac_control_middle_frontal_gyrus_9,SRX8020408,SRR11442675
bulkatac_control_middle_frontal_gyrus_9,SRX8020408,SRR11442676
bulkatac_control_middle_temporal_gyri_1,SRX8020409,SRR11442677
bulkatac_control_middle_temporal_gyri_1,SRX8020409,SRR11442678
bulkatac_control_middle_temporal_gyri_10,SRX8020410,SRR11442679
bulkatac_control_middle_temporal_gyri_10,SRX8020410,SRR11442680
bulkatac_control_middle_temporal_gyri_11,SRX8020411,SRR11442681
bulkatac_control_middle_temporal_gyri_11,SRX8020411,SRR11442682
bulkatac_control_middle_temporal_gyri_12,SRX8020412,SRR11442683
bulkatac_control_middle_temporal_gyri_12,SRX8020412,SRR11442536
bulkatac_control_middle_temporal_gyri_2,SRX8020413,SRR11442537
bulkatac_control_middle_temporal_gyri_2,SRX8020413,SRR11442538
bulkatac_control_middle_temporal_gyri_3,SRX8020414,SRR11442539
